what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1342441088242
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1342441088242
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1342441088242
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1342441088242
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1342441088242
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1342441088242
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1342441088242
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1342441088242
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1342441088242
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1342441088242
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1342441088242
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1342441088243
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1342441088243
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1342441088243
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1342441088243
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1342441088243
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1342441088243
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1342441088243
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1342441088243
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1342441088243
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1342441088243
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1342441088243
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1342441088243
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1342441088243
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1342441088243
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1342441088243
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1342441088243
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1342441088243
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1342441088243
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1342441088243
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1342441088243
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1342441088243
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1342441088243
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1342441088243
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1342441088243
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1342441088243
started,bundle,org.hamcrest.core,1.1.0.v20090501071000,"org.hamcrest.core",1342441088244
os,sysinfo,,,"macosx",1342441088246
arch,sysinfo,,,"x86_64",1342441088246
ws,sysinfo,,,"cocoa",1342441088246
locale,sysinfo,,,"en_US",1342441088246
processors,sysinfo,,,"2",1342441088246
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1342441088246
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1342441088246
java.specification.name,sysinfo,,,"Java Platform API Specification",1342441088246
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342441088246
java.specification.version,sysinfo,,,"1.6",1342441088246
java.vendor,sysinfo,,,"Apple Inc.",1342441088246
java.version,sysinfo,,,"1.6.0_33",1342441088246
java.vm.info,sysinfo,,,"mixed mode",1342441088246
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1342441088246
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1342441088246
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342441088246
java.vm.specification.version,sysinfo,,,"1.0",1342441088246
java.vm.vendor,sysinfo,,,"Apple Inc.",1342441088246
java.vm.version,sysinfo,,,"20.8-b03-424",1342441088246
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342441088544
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1342441089132
stopped,bundle,be.ac.ua.ansymo.cheopsj.distiller,1.0.0.qualifier,"be.ac.ua.ansymo.cheopsj.distiller",1342441089351
stopped,bundle,be.ac.ua.ansymo.cheopsj.logger,1.0.0.qualifier,"be.ac.ua.ansymo.cheopsj.logger",1342441089352
stopped,bundle,be.ac.ua.ansymo.cheopsj.testtool,1.0.0.qualifier,"be.ac.ua.ansymo.cheopsj.testtool",1342441089353
stopped,bundle,be.ac.ua.ansymo.cheopsj.model.ui,1.0.0.qualifier,"be.ac.ua.ansymo.cheopsj.model.ui",1342441089353
stopped,bundle,be.ac.ua.ansymo.cheopsj.model,1.0.0.qualifier,"be.ac.ua.ansymo.cheopsj.model",1342441089353
stopped,bundle,ca.mcgill.cs.swevo.ppa.ui,1.2.0.201007101232,"ca.mcgill.cs.swevo.ppa.ui",1342441089354
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1342441089354
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1342441089354
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1342441089354
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1342441089354
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1342441089354
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1342441089354
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1342441089354
stopped,bundle,org.eclipse.rap.ui.launch,1.4.1.20110914-1945,"org.eclipse.rap.ui.launch",1342441089354
stopped,bundle,org.eclipse.rap.ui.templates,1.4.1.20110914-1945,"org.eclipse.rap.ui.templates",1342441089354
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1342441089364
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1342441089370
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1342441089371
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1342441089372
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1342441089375
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1342441089376
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1342441089376
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1342441089376
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1342441089376
stopped,bundle,com.mountainminds.eclemma.ui,1.5.3,"com.mountainminds.eclemma.ui",1342441089377
stopped,bundle,net.sf.eclipsecs.ui,5.5.0.201111092104,"net.sf.eclipsecs.ui",1342441089379
stopped,bundle,net.sf.eclipsecs.core,5.5.0.201111092104,"net.sf.eclipsecs.core",1342441089379
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1342441089379
stopped,bundle,org.eclipse.rap.ui.launch.rwt,1.4.1.20110914-1945,"org.eclipse.rap.ui.launch.rwt",1342441089379
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1342441089379
stopped,bundle,org.evolizer.core.ui,2.0.0,"org.evolizer.core.ui",1342441089380
stopped,bundle,org.evolizer.famix.importer.ui,2.0.0,"org.evolizer.famix.importer.ui",1342441089380
stopped,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1342441089387
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1342441089388
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1342441089388
stopped,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1342441089388
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1342441089388
stopped,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1342441089389
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1342441089395
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1342441089395
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1342441089395
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1342441089395
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1342441089397
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1342441089397
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1342441089397
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1342441089397
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1342441089397
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1342441089409
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1342441089410
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1342441089410
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1342441089416
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1342441089462
stopped,bundle,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui",1342441089463
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1342441089467
stopped,bundle,org.evolizer.changedistiller.ui,2.0.0,"org.evolizer.changedistiller.ui",1342441089468
stopped,bundle,org.evolizer.changedistiller,2.0.0,"org.evolizer.changedistiller",1342441089468
stopped,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1342441089468
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1342441089468
stopped,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1342441089468
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1342441089469
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1342441089477
